title,creator,date,description,subjects,location,latitude,longitude,collection,identifier,type,format,language,rights,rightsstatement,object-id
Alice Belle Matlock Barkhuff 1908,"Barkhuff, William Delbert",1905-03-22,Portrait of Alice Barkhuff with hands behind back.  Graduate of WSC 1909.,"Barkhuff, Alice Belle Matlock",North and Central America--United States,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn34,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,257
G.P. Barkhuff 1909 WSC,"Barkhuff, William Delbert",1905-03-19,George Phelda Barkhuff poses in uniform.,"Uniforms--Washington (State)--Pullman; Men--Washington (State)--Pullman; Barkhuff, George Phelda",,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn35,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,258
Portrait,"Barkhuff, William Delbert",1905-03-24,Man in suit and hat standing in front of building.,Men--Washington (State)--Pullman; Hats--Washington (State)--Pullman; Clothing &amp; dress--Washington (State)--Pullman; Buildings--Washington (State)--Pullman,North and Central America--United States,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn36,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,259
Ara K. Barkhuff 1920,"Barkhuff, William Delbert",192u,"Ara K. Barkhuff, wife of W.D. Barkhuff standing on steps of porch.  Tree in background.","Barkhuff, Ara K.; Stairways--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Porches--Washington (State)--Pullman",North and Central America--United States--Washington (state),,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn37,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,260
William Delbert Barkhuff 1920&#x27;s,"Barkhuff, William Delbert",192u,William Delbert Barkhuff with hand on tree.  Trees in background.,"Barkhuff, William Delbert; Trees--Washington (State)--Pullman",North and Central America--United States--Washington (state),,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn38,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,261
George P. Barkhuff,"Barkhuff, William Delbert",1886,"Born June 13, 1884 on Homestead- 9 miles west of Colton, Washington.","Barkhuff, George Phelda",North and Central America--United States--Washington (state)--Whitman county--Colton,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007fAn39,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,262
"Wawawai Fruit Facking, 1898","Barkhuff, William Delbert",1905-03-12,A man packing peaches.,Food--Washington (State)--Pullman; Men--Washington (State)--Pullman; Stores &amp; shops--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Wawawai,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f05n02,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,263
"Snake River Packing House Bishop Bros., 1898","Barkhuff, William Delbert",1905-03-12,Men stand around their packing shop.,Food--Washington (State)--Pullman; Men--Washington (State)--Pullman; Women--Washington (State)--Pullman; Food Industry--Washington (State),North and Central America--United States--Washington (state)--Whitman county--Bishop,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f05n03,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,264
Steamboat at Wawawai? 1898,"Barkhuff, William Delbert",1905-03-12,A steamboat docked at the shore loading/unloading supplies.,Men--Washington (State)--Wawawai; Steam engines--Washington (State)--Wawawai,North and Central America--United States--Washington (state)--Whitman county--Wawawai,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f05n04,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,265
Pear Tree Wawawai 1897,"Barkhuff, William Delbert",1905-03-11,A pear tree against a gray sky.,Trees--Washington (State)--Wawawai,North and Central America--United States--Washington (state)--Whitman county--Wawawai,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f05n05,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,266
Silver Prune Tree. William Bailey in Picture 1897,"Barkhuff, William Delbert",1905-03-11,William Bailey holding tree limbs.,Food--Washington (State)--Pullman; Men--Washington (State)--Pullman; Trees--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f05n06,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,267
"T. Duffs Ranch, 1898","Barkhuff, William Delbert",1905-03-12,Thrasher and Header crew at T Duffs ranch in Whitman Co.,Carts &amp; wagons--Washington (State)--Colton; Mechanical works--Washington (State)--Colton,North and Central America--United States--Washington (state)--Whitman county--Colton,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f05n07,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,268
"Group at Kellys Orchard on Snake River, 1898","Barkhuff, William Delbert",1905-03-12,"A group of men, women and children sitting in front of a grove of trees.",Children--Washington (State)--Pullman; Men--Washington (State)--Pullman; Trees--Washington (State)--Pullman; Women--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f05n08,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,269
"Barkhuff Orchard and Farm Near Colton, 1898","Barkhuff, William Delbert",1905-03-12,Men standing on a platform looking out over the valley.,Men--Washington (State)--Colton; Valleys--Washington (State)--Colton; Orchards--Washington (State)--Colton,North and Central America--United States--Washington (state)--Whitman county--Colton,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f05n09,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,270
1st Section of Wawawai Ranch 1897,"Barkhuff, William Delbert",1905-03-11,A view of a river from a hill.,Hills--Washington (State)--Wawawai; Ranches--Washington (State)--Wawawai; Rivers--Washington (State)--Wawawai,North and Central America--United States--Washington (state)--Whitman county--Wawawai,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f05n10,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,271
2nd Section of Wawawai Ranch 1897,"Barkhuff, William Delbert",1905-03-11,A view of a river from a hillside.,Ranches--Washington (State)--Wawawai; Hills--Washington (State)--Wawawai; Rivers--Washington (State)--Wawawai,North and Central America--United States--Washington (state)--Whitman county--Wawawai,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f05n11,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,272
3rd Section of Wawawai Ranch 1897,"Barkhuff, William Delbert",1905-03-11,A view of a ranch and river from a hillside.,Ranches--Washington (State)--Wawawai; Hills--Washington (State)--Wawawai; Rivers--Washington (State)--Wawawai,North and Central America--United States--Washington (state)--Whitman county--Wawawai,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f05n12,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,273
4th Section of Wawawai Ranch 1897,"Barkhuff, William Delbert",1905-03-11,A view of a ranch and river from hillside.,Hills--Washington (State)--Wawawai; Rivers--Washington (State)--Wawawai; Ranches--Washington (State)--Wawawai,North and Central America--United States--Washington (state)--Whitman county--Wawawai,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f05n13,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,274
5th Section of Wawawai Ranch 1897,"Barkhuff, William Delbert",1905-03-11,A view of a farm and river.,Rivers--Washington (State)--Wawawai; Ranches--Washington (State)--Wawawai,North and Central America--United States--Washington (state)--Whitman county--Wawawai,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f05n14,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,275
