title,creator,date,description,subjects,publisher,identifier,rights,source,format,type,datedig,language,pub-type,number,object-id
Glacier winter peas,"Auld, Dick L.",1984-05-01,6 p.: ill.; 28 cm.,peas; Peas--Varieties,University of Idaho. Agricultural Extension Service,uica_cis0738,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),738,29753
All about silk: a silk dictionary,"Porter, Ernestine",1984-06-01,5 p.: ill.; 28 cm.,silk; Silk--Dictionaries,University of Idaho. Agricultural Extension Service,uica_cis0739,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),739,29760
Two-way stretch fabrics,"Porter, Ernestine",1984-07-01,5 p.: ill.; 28 cm.,fabrics; Sewing; Textile fabrics,University of Idaho. Agricultural Extension Service,uica_cis0744,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),744,29767
Serger construction methods,"Morales, Barbara; Porter, Ernestine",1985-10-01,4 p.: ill.; 28 cm.,sewing; Sewing,University of Idaho. Agricultural Extension Service,uica_cis0765,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),765,29772
Serger principles,"Morales, Barbara; Porter, Ernestine",1985-10-01,6 p.: ill.; 28 cm.,sewing; Sewing,University of Idaho. Agricultural Extension Service,uica_cis0764,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),764,29779
Weed seed contamination of cereal grain seedlots: a drillbox survey,"Dewey, Steven A.; Thill, Donald C., 1950-; Foote, Paul W.",1985-10-01,1 sheet: ill.; 28 cm.,food contamination; small cereal grains; Seed crops--Idaho,University of Idaho. Agricultual Extension Service,uica_cis0767,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Libra",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),767,29782
Pruning landscape trees and shrubs,"Tripepi, Robert R.",1985-09-01,6 p.: ill.; 28 cm.,ornamental trees; ornamental woody plants; pruning; Trees--Pruning; Shrubs--Pruning,University of Idaho. Agricultural Extension Service,uica_cis0766,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),766,29789
Fiscal impacts of large developments on small communities,"Harpman, David A.; Marousek, Gerald E.",1985-09-01,4 p.; 28 cm.,community development; economic impact; Community development--Economic impacts,University of Idaho. Agricultural Extension Service,uica_cis0768,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),768,29794
Decorative serging,"Morales, Barbara; Porter, Ernestine",1986-02-01,1 sheet: ill.; 28 cm.,sewing; Sewing,University of Idaho. Agricultural Extension Service,uica_cis0771,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),771,29797
Facts about fabric flammability,"Porter, Ernestine",1985-11-01,4 p.: ill.; 28 cm.,fabrics; flammability; Fireproofing of fabrics,University of Idaho. Agricultural Extension Service,uica_cis0770,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),770,29802
Insect control recommendations for producing clover seed in Idaho,"Baird, Craig R.; Homan, Hugh W.; Bolz, Darrell G.",1986-01-01,4 p.; 28 cm.,insect control; seed crop production; Trifolium; Clover--Diseases and pests--Control--Idaho; Insect pests--Control--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0772,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),772,29807
Insect control recommendations for mint production in Idaho,"Baird, Craig R.; Homan, Hugh W.",1986-01-01,4 p.; 28 cm.,crop production; insect control; mint; Mints--Diseases and pests--Control--Idaho; Insect pests--Control--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0773,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),773,29812
Farm crisis: personal and family stress,"Rowe, Corinne M.",1986-01-01,4 p.; 28 cm.,family relations; psychological stress; Agriculture--Economic aspects--Idaho; Stress management,University of Idaho. Agricultural Extension Service,uica_cis0774,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),774,29817
