title,creator,date,aprox,description,subjects,location,region,latitude,longitude,orig-id,source,format,type,link,object-id
Snow Slide (Burke),"Barnard Studio (Wallace, Idaho)",2/27/1936,,"View of the damage from the snow slide in Burke, Idaho.",snow,United States--Idaho--Shoshone County--Burke,Burke,47.518569,-115.821517,B175-10,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1969,1969
Elks Roundup,"Barnard Studio (Wallace, Idaho)",6/27/1936,,"Children marching and pulling a wagon with a dog in it during the Elks Roundup parade in Wallace, Idaho.",childrendogsparades,United States--Idaho--Shoshone County--Wallace,Wallace,47.472477,-115.926092,B176-5,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1970,1970
Elks Roundup,"Barnard Studio (Wallace, Idaho)",6/27/1936,,"Children marching in the Elks Roundup parade in Wallace, Idaho.",childrenparades,United States--Idaho--Shoshone County--Wallace,Wallace,47.472389,-115.925225,B176-6,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1971,1971
Elks Roundup,"Barnard Studio (Wallace, Idaho)",6/27/1936,,"A girl driving a small float in the Elks Roundup parade in Wallace, Idaho. People are lined on the side of the street.",childrenfloatsparades,United States--Idaho--Shoshone County--Wallace,Wallace,47.472341,-115.925063,B176-7,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1972,1972
Elks Roundup,"Barnard Studio (Wallace, Idaho)",6/27/1936,,"A car driving in the Elks Roundup parade in Wallace, Idaho. Cars are parked in front of buildings along the side of the street.",automobilesparades,United States--Idaho--Shoshone County--Wallace,Wallace,47.472298,-115.925524,B176-8,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1973,1973
Elks Roundup,"Barnard Studio (Wallace, Idaho)",6/27/1936,,"Cars driving in the Elks Roundup parade in Wallace, Idaho.",automobilesparades,United States--Idaho--Shoshone County--Wallace,Wallace,47.472355,-115.924856,B176-10,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1974,1974
Elks Roundup,"Barnard Studio (Wallace, Idaho)",6/27/1936,,"People biking in the Elks Roundup parade in Wallace, Idaho.",bicyclesparades,United States--Idaho--Shoshone County--Wallace,Wallace,47.472379,-115.924933,B176-11,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1975,1975
Elks Roundup,"Barnard Studio (Wallace, Idaho)",6/27/1936,,"Children marching, walking their dogs, and pushing strollers during the Elks Roundup parade in Wallace, Idaho.",childrenparades,United States--Idaho--Shoshone County--Wallace,Wallace,47.472334,-115.924962,B176-12,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1976,1976
Elks Roundup,"Barnard Studio (Wallace, Idaho)",6/27/1936,,"A car driving in the Elks Roundup parade in Wallace, Idaho. People line the sides of the street.",automobilesparades,United States--Idaho--Shoshone County--Wallace,Wallace,47.472383,-115.926118,B176-9,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1977,1977
Wallace High School Band,"Barnard Studio (Wallace, Idaho)",10/18/1940,,"The Wallace High School Band marching in a parade in Wallace, Idaho. Cars are parked in front of buildings and stores that line the street.",bandsparades,United States--Idaho--Shoshone County--Wallace,Wallace,47.471991,-115.923883,B234-3,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1978,1978
Wallace High School Band,"Barnard Studio (Wallace, Idaho)",10/18/1940,,"The Wallace High School Band marching in a parade in Wallace, Idaho. Cars are parked in front of buildings and stores that line the street.",bandsparades,United States--Idaho--Shoshone County--Wallace,Wallace,47.471939,-115.923973,B234-2,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1979,1979
Wallace High School Band,"Barnard Studio (Wallace, Idaho)",10/18/1940,,"The Wallace High School Band posing as a group outside a building in Wallace, Idaho.",bandsstudents,United States--Idaho--Shoshone County--Wallace,Wallace,47.474101,-115.927784,B234-1,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1980,1980
Wallace High School Band,"Barnard Studio (Wallace, Idaho)",10/18/1940,,"The Wallace High School Band standing in formation, with the conductor in the middle, during a parade in Wallace, Idaho.",bandsparades,United States--Idaho--Shoshone County--Wallace,Wallace,47.472632,-115.924125,B234-4,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1981,1981
Car Wreck,"Barnard Studio (Wallace, Idaho)",1935,yes,A car parked in the garage after the Sig Torkelson car wreck.,automobiles,United States--Idaho--Shoshone County--Wallace,Wallace,47.472545,-115.923477,B235-1,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1982,1982
Car Wreck,"Barnard Studio (Wallace, Idaho)",1935,yes,A car parked in the garage after the Sig Torkelson car wreck.,automobiles,United States--Idaho--Shoshone County--Wallace,Wallace,47.472545,-115.923595,B235-2,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1983,1983
Donald Callahan Home,"Barnard Studio (Wallace, Idaho)",6/12/1941,,"Exterior view of the Donald Callahan home, located at 221 Cedar in Wallace, Idaho. This was formerly the Herman Rossi home.",houses,United States--Idaho--Shoshone County--Wallace,Wallace,47.472581,-115.929572,B236-1,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1984,1984
Donald Callahan Home,"Barnard Studio (Wallace, Idaho)",6/12/1941,,"Exterior view of the Donald Callahan home, located at 221 Cedar in Wallace, Idaho. This was formerly the Herman Rossi home.",houses,United States--Idaho--Shoshone County--Wallace,Wallace,47.472608,-115.929566,B236-2,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1985,1985
Wallace High School Band,"Barnard Studio (Wallace, Idaho)",6/19/1941,,"The Wallace High School Band standing in formation at the Standard Station in Wallace, Idaho. This was taken at the time of the fireman&apos;s convention.",bands,United States--Idaho--Shoshone County--Wallace,Wallace,47.472244,-115.925864,B237-1,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1986,1986
Wallace High School Band,"Barnard Studio (Wallace, Idaho)",6/19/1941,,"The Wallace High School Band playing at the Standard Station in Wallace, Idaho. This was taken at the time of the fireman&apos;s convention.",bands,United States--Idaho--Shoshone County--Wallace,Wallace,47.472323,-115.925852,B237-2,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1987,1987
Wallace High School Band,"Barnard Studio (Wallace, Idaho)",6/19/1941,,"The Wallace High School Band playing at the Standard Station in Wallace, Idaho. This was taken at the time of the fireman&apos;s convention.",bands,United States--Idaho--Shoshone County--Wallace,Wallace,47.47221,-115.925749,B237-3,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1988,1988
Coeur d&apos;Alene Mine,"Barnard Studio (Wallace, Idaho)",11/14/1940,,"Exterior view of the Coeur d&apos;Alene Mine mill during the winter, in Osburn, Idaho.",mines (extracting complexes)millssnow,United States--Idaho--Shoshone County--Osburn,Osburn,47.498027,-116.015816,B238-1,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1989,1989
Coeur d&apos;Alene Mine,"Barnard Studio (Wallace, Idaho)",11/14/1940,,"Exterior view of the Coeur d&apos;Alene Mine mill during the winter, in Osburn, Idaho.",mines (extracting complexes)millssnow,United States--Idaho--Shoshone County--Osburn,Osburn,47.498109,-116.016121,B238-2,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1990,1990
Coeur d&apos;Alene Mine,"Barnard Studio (Wallace, Idaho)",11/14/1940,,"Exterior view of the Coeur d&apos;Alene Mine mill during the winter, in Osburn, Idaho.",mines (extracting complexes)millssnow,United States--Idaho--Shoshone County--Osburn,Osburn,47.498028,-116.015599,B238-3,"PG 8, Barnard-Stockbridge Collection",4x5 black and white print,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1991,1991
Coeur d&apos;Alene Mine,"Barnard Studio (Wallace, Idaho)",11/14/1940,,"Exterior view of the Coeur d&apos;Alene Mine mill during the winter, in Osburn, Idaho.",mines (extracting complexes)millssnow,United States--Idaho--Shoshone County--Osburn,Osburn,47.498092,-116.016098,B238-4,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1992,1992
"Osburn, Idaho","Barnard Studio (Wallace, Idaho)",6/19/1941,,"View of Osburn, Idaho. A mountain can seen in the distance.",townsmountains,United States--Idaho--Shoshone County--Osburn,Osburn,47.507904,-115.997324,B239a,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1993,1993
"Osburn, Idaho","Barnard Studio (Wallace, Idaho)",6/19/1941,,"View of Osburn, Idaho. A mountain can seen in the distance.",townsmountains,United States--Idaho--Shoshone County--Osburn,Osburn,47.503783,-115.990047,B239b,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1994,1994
"Osburn, Idaho","Barnard Studio (Wallace, Idaho)",6/19/1941,,"View of Osburn, Idaho. A mountain can seen in the distance.",townsmountains,United States--Idaho--Shoshone County--Osburn,Osburn,47.512427,-115.995334,B239c,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1995,1995
Wagon,"Barnard Studio (Wallace, Idaho)",1927,yes,"Two children sitting in, and one standing next to, a wagon that is being drawn by a goat.",childrenwagons,United States--Idaho--Shoshone County--Wallace,Wallace,47.471759,-115.926721,B241,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film copy negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1996,1996
School Group,"Barnard Studio (Wallace, Idaho)",1930,yes,"A school group posing together in front of Worstell Furniture Store in Wallace, Idaho.",studentsstores,United States--Idaho--Shoshone County--Wallace,Wallace,47.472187,-115.923814,B243-1,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1997,1997
School Group,"Barnard Studio (Wallace, Idaho)",1930,yes,"A school group posing together in front of Worstell Furniture Store in Wallace, Idaho.",studentsstores,United States--Idaho--Shoshone County--Wallace,Wallace,47.47217,-115.923817,B243-2,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1998,1998
Silver Dollar Mine,"Barnard Studio (Wallace, Idaho)",9/8/1941,,"A man drilling in the Silver Dollar Mine in Osburn, Idaho.",minersmines (extracting complexes)men,United States--Idaho--Shoshone County--Osburn,Osburn,47.5014,-116.047566,B245-1,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1999,1999
Silver Dollar Mine,"Barnard Studio (Wallace, Idaho)",9/8/1941,,"A man emptying an ore cart in the Silver Dollar Mine in Osburn, Idaho.",minersmines (extracting complexes)men,United States--Idaho--Shoshone County--Osburn,Osburn,47.50232,-116.047299,B245-2,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/2000,2000
Silver Dollar Mine,"Barnard Studio (Wallace, Idaho)",9/8/1941,,"Ernest E. Gnaedinger drilling underground in the Silver Dollar Mine in Osburn, Idaho.",minersmines (extracting complexes)men,United States--Idaho--Shoshone County--Osburn,Osburn,47.500784,-116.047415,B245-3,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/2001,2001
Silver Dollar Mine,"Barnard Studio (Wallace, Idaho)",9/8/1941,,"A man standing on the hoist in the Silver Dollar Mine in Osburn, Idaho.",hoistsminersmines (extracting complexes)men,United States--Idaho--Shoshone County--Osburn,Osburn,47.500436,-116.048003,B245-4,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/2002,2002
Silver Dollar Mine,"Barnard Studio (Wallace, Idaho)",9/8/1941,,"A man working underground with an ore cart in the Silver Dollar Mine in Osburn, Idaho.",minersmines (extracting complexes)men,United States--Idaho--Shoshone County--Osburn,Osburn,47.504155,-116.051218,B245-5,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/2003,2003
Silver Dollar Mine,"Barnard Studio (Wallace, Idaho)",9/8/1941,,"View looking down the shaft at a worker who is underground at the Silver Dollar Mine in Osburn, Idaho.",minersmines (extracting complexes)men,United States--Idaho--Shoshone County--Osburn,Osburn,47.504361,-116.051575,B245-6,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/2004,2004
Silver Dollar Mine,"Barnard Studio (Wallace, Idaho)",9/8/1941,,"E.E. Gnaedinger standing with ore carts on surface of the Silver Dollar Mine in Osburn, Idaho.",minersmines (extracting complexes)men,United States--Idaho--Shoshone County--Osburn,Osburn,47.502155,-116.047891,B245-7,"PG 8, Barnard-Stockbridge Collection",4x5 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/2005,2005
Silver Dollar Mine,"Barnard Studio (Wallace, Idaho)",9/8/1941,,"E.E. Gnaedinger standing with ore carts on surface of the Silver Dollar Mine in Osburn, Idaho.",minersmines (extracting complexes)men,United States--Idaho--Shoshone County--Osburn,Osburn,47.50426,-116.052015,B245-8,"PG 8, Barnard-Stockbridge Collection",4x5 black and white print,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/2006,2006
Sunshine Powder Magazine Explosion,"Barnard Studio (Wallace, Idaho)",10/17/1941,,"Damage to the kitchen of the N.J. Osborne home, caused by the sunshine powder magazine explosion at the mouth of Big Creek.",kitchensexplosions,United States--Idaho--Shoshone County--Osburn,Osburn,47.524988,-116.055945,B246-1,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/2007,2007
Sunshine Powder Magazine Explosion,"Barnard Studio (Wallace, Idaho)",10/17/1941,,"Damage to railroad cars, caused by the sunshine powder magazine explosion at the mouth of Big Creek.",railroad carsexplosions,United States--Idaho--Shoshone County--Osburn,Osburn,47.521803,-116.05202,B246-4,"PG 8, Barnard-Stockbridge Collection",5x7 black and white film negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/2008,2008
