Title	Creator	Description	Date	Subject	Keywords	Relation	Contributing Institution	Publisher Digital	Digital Collection Website	Source	Identifier	Publisher	Format Original	Type	Format	Digitization Specifications	Rights	Language	Date Digital	Coverage	Latitude	Longitude	Full text	Filename	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 2									http://www.lib.uidaho.edu/digital/dworshak/														•  "We must reaffirm our dedication to the sound practices  of conservation, which can be defined as the wise use  of our natural environment; it is, in the final analysis,  the highest form of nationol thrift -- the prevention of  waste and despoilment while preserving, improving, and  renewing the quality and usefulness of all our resources.  "The need for an oggressive program of recreational de­ve  opment is both real and immediate."  From the text of President Kennedy's message  to Congress on Conservation, March 1, 1962 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1061	1061	1062.pdfpage	/dworshak/image/1062.pdfpage
Page 3									http://www.lib.uidaho.edu/digital/dworshak/														THE CORPS OF ENGINEERS PLAYS AN IMPORTANT PART IN  THE NATIONAL PROGRAM FOR THE CONSERVATlON,CONTROL,  AND UTILIZATION OF WATER RESOURCES IN THE PUBLIC  INTEREST.  Under the direction of the Secretory of  the Army, and in accordance with specific  lows, the Corps of Engineers prosecutes the  Civil Works Program for the improvement and  maintenonce of the Nation's rivers and harbors  in the interest of flood control, navigation, hy.  droelectric power, water supply, ond other  beneficial purposes.  Through action by Congress (Public,  68 Stat. 1266) the Corps of Engineers has  made millions of acres of land and new waters  available for recreational use., under the pro­vision  that the water areas of all Corps reser­voirs  sholl be open to public use generally,  without chorge, for booting, swimming, bathing,  fishing, and other recreational purposes, and  ready access to and exit from such water areas  along the shores of such reservoirs sholl be  maintained for general public use, when such  use is determined by the Secretory of the Army  not to be contrary to the public interest, all  under such rules and regulations as the  Secretory of the Army may deem necessary.  1 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1062	1062	1063.pdfpage	/dworshak/image/1063.pdfpage
Page 4									http://www.lib.uidaho.edu/digital/dworshak/														PUBLIC FACILITIES  AVAILABLE ON PROJECT LANDS, 1961  3&85 ACCESS POINTS  Public access facilities include roods  and parking areas, overlooks, picnic tables and  fireplaces, camp grounds, sanitary facilities,  drinking water, boot launching romps, and  novigation aids.  2050 BOAT LAUNCHING RAMPS  Single or multiple boot launching ramps  ore provided at selected locations around the  perimeter of each reservoir. Convenient  parking oreos ore provided for parking both  the cor and the boot trailer.  2 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1063	1063	1064.pdfpage	/dworshak/image/1064.pdfpage
Page 5									http://www.lib.uidaho.edu/digital/dworshak/														190,000 WATERCRAFT, PEAK DAY  - - - -  Recreational booting has shown a tremendous upsurge in popularity and growth during the  post decode. Contributing to this increase has been the development of Corps of Engineers res·  ervoirs in ports of the country where previously there hod been no waterways. Another foctor is  the rise in popularity of pleasure booting as a family recreation activity.  21,310,000 POUNDS  SPORT FISH CAUGHT  In planning and prosecuting the Civil  Works program it has been possible for the  Corps of Engineers to foster the preservation  of fish and, wildlife resources and to provide  facilities for this purpose which would not  otherwise hove been possible under 0 program  conducted purely for preservation of these  resources.  3 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1064	1064	1065.pdfpage	/dworshak/image/1065.pdfpage
Page 6									http://www.lib.uidaho.edu/digital/dworshak/														1415 PICNIC GROUNDS  Among leisure time activities picnick­ing  ronks high in importance as on element in  the day-use pottern. Picnic grounds are  appropriate developments for public use.  They ore arranged 50 that visitors may hove  enjoyable experiences without impairing the  significant natural features of the are os.  460 PUBLIC CAMP GROUNDS  lAost of the camping done todoy is by  family groups.  Family camping provides progressive  experiences in romantic adventure and dis­covery  that are not available in any other  setting. The experiences of Americon pio­neers,  sometimes even American forefathers  con be recaptured and relived as a vital port  of Americon heritage.  24,500 MILES OF SHORELINE  3,426,000 ACRES IN  RECREATIONAL WATERS  Nature has endowed us with a fixed number of miles of shoreline, but through creotion of  new reservoirs the total shoreline is expanded in keeping pace with the needs of 0 ropidly growing  population.  4 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1065	1065	1066.pdfpage	/dworshak/image/1066.pdfpage
Page 7									http://www.lib.uidaho.edu/digital/dworshak/														3660 GUEST RENTAL UNITS  Facilities and services such as overnight accommodations, restaurants, marinas, boot and  motor repairs, sole of gas and marine supplies, fishermen's supplies and equipment ore provided by  Stote or local governmental agencies or their concessionaires, or by concessionaires of the Corps  of Engineers.  210 ORGANIZED  CAMPS  -  One of the important uses of reservoir oreos has come through the quasi-public groups. In­cluded  among these ore th!! regional organizations of Boy Scouts, Girl Scouts, Camp Fire Girls,  Future Formers of Americo, and the many churches and service clubs thot have organiz.ed camping  as on important port of their youth programs.  Opportunities ore available for participation in the most wholesome and beneficial kinds af  recreation, particularly as related to water activities.  5 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1066	1066	1067.pdfpage	/dworshak/image/1067.pdfpage
Page 8									http://www.lib.uidaho.edu/digital/dworshak/														COOPERATION WITH STATE AND  LOCAL GOVERNMENrAL AGENCIES  The Corps of Engineers in close cooperation with interested Federal, Stote and local govern­mental  agencies and others pions for the denlopment and use of Civil Works proiects in order that  maximum public benefits con be obtained. Stotes and their politicol subdivisions may obtain use of  project lands and waters without cost and ore encouraged to de¥elop full pork and recreotion facil­ities  thereon. NumerOUS public ogencie-s ore developing and managing areas at a large number of  Civil Works projects.  Today, recreational opportunities Ofe becoming increasingly recognized as a new notionol  resource worthy of development to Q for greater degree thon heretofore. At Corps of Engineers  reservoirs, public use has jumped in one decade from 21 million visitors to 120 million visitors per  year. The 50 major projects patronized in 1950 have risen to more than 200 reservoir projects in  1961. The lands and waters mode ovailable for public use have doubled in the some period. The  new economic opportunities produced are substantial not only to the local communities involved  but nationally. As hundreds of new reservoirs ore constructed in the future, correspondingly more  recreational areas will become available to help meet the needs of the contry's expansion and growing  population.  6 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1067	1067	1068.pdfpage	/dworshak/image/1068.pdfpage
Page 9									http://www.lib.uidaho.edu/digital/dworshak/														SUMMARY OF  REPORTED ATTENDANCE  ON PRO.JECT LANDS... 1950-19&1  1950 ~ 16 (MILLION)  1951 ~ 21  1952 ~~ 30  1953~'" 41  1954 ~~~ 54  1955 ..~~~~ 63  1956 ~AP~~M 71  1957 "~AP~~ 85  1958 ..~...-,..,.~...,&=~ 95  1959 ~~~~~.. 5w-~ 106  1960~~109  1961~120  ,  ...  ~,- ~ l- - ~ ---- 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1068	1068	1069.pdfpage	/dworshak/image/1069.pdfpage
Page 10									http://www.lib.uidaho.edu/digital/dworshak/														NOT  :~  o '0 II ....  ""'tNNISO'"  1 u••.'u.II'o.....o.  c .  , L.C"" L  1 ."'"WI''' .. '".."" _11 • "'"U. ..L  """UISS-  1 "'u&&lt;rTl..& ilL  I._on.  'CIl........... •"'_'IL  ""'tSSOUI' , nU''''''''L , ........1 ........  • ••••'_. OIL  • • ......IL......  "","(,M,·tuG"•N•• .  lOUtS'''N''  , ....... IGlIC.oOI OIL ·, "_,CoJIn . --..,_ . • •••.....,..... OIL  ""'''"Tl''ND  , CJlI c .  ""'''SUCH\I'lIU  , ' ••L  , (,&lt; UL , "'''''''''.''''L • co... COIle.-  o ..,,_' L  .-... L  • ..-' IL  •• .fu, ttLItL  ""NS'"  , "'l.lOP'U "'"  '.-... ..L  , ''''''''0 ilL • .un•• C.....IL  UNIUC..Y  , .UC'.O L  ,O.I L  , 1&gt;1 , ,., ... , ....  • "" ,·.. u ,...  • a. uoo&gt;!"OL, c.........  • _ L  ID"HO  , ....... ,.LU ilL  I .""n .....n  IMDI"I\I"  , 0.010. ... , _, n.  ~.., CClUl.......' ..L  AlUI\I,,,S  , ••U._.... OCL , .un_.U'U.  , G.n"", ll'."0",1  • 001.0".. ' M'J •• __''0001....'..L  CAUfOII\ll"  , HulIL  , errOl........ OIL .'._....'...1L...-..._  bI .......  • n IL  • _'M'OUlMI..l$ .....  , 'LU ilL • '.L  • wccuun " -.1m,......0"' llL  COlO DO  , eM ",n,,,L  '_ IL  (ONNliClICUI  , •••'.'"• ..., ......... UL  , -.I'",IIL  'lOIlD"  , Loll._'~_"1 1 OO::..CJOOI _ .  DlOID,,, , _ L  , IL  I nlln u {OU'OI",  • II U" LIO 110.'  8 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1069	1069	1070.pdfpage	/dworshak/image/1070.pdfpage
Page 11									http://www.lib.uidaho.edu/digital/dworshak/														, 1  r  MASSACHUSUTS  II~,."I LOCATlON MAP - RECREATION AREAS  NUMIIlS ON ",.r COUUPOND TO HUM.IU  IN ADJOINING "sf AND TO "'U U1 HUMIIU  IN n.(10,"0 lIl'US.  fltfS( ...U"" ....... II(U,I,llON "''''MOAHCI 'H  UCCUS 0' S 000 AHHUAUY  .UIl ON lNI MA' INDICAn  1I0K''''AU LOC""ON Of ,I.0lEOS  o 100 )00 _ SOl&gt;  -- ..,....  MONIAN... , '''''T ..a: ....  IIn sll: ..  , K cm..n ....  HIW ......'SHIII ,, .o;1u".c.n0__.. .. •,._uo •••.u ..  • onu u ..  • won_' ..  HIW""IlUCO  , COOIDI.. '.L  J ,._Il CNOT~ OIL  NlW YOU ,.......'_ ..  NOUH C OLlN ...  I C." , "' 'DO , ....  HOITH D OIA  ,\ ._.....,l..O.I&lt;..I,t. 1 ..... """UU",,''''l&gt;IIIU0",",  OHIO  1 '"• • 0"' • ..  • D'U"" .n. • 'oc n. · _lI n. • , _uu.'_....."'" 1 &lt;W _. COU&lt; uo.  OkUlHOMA  , 001........... ·._....,,_........u,..... . ""."_l~"L  .•.~..".._...u...n. , L4f&lt; __  ·• '--.1. ... .  OUDON , _,........00:_0...  ·• COn'',''.c.o.o•• u" • DOl OIL  I , ~ .... , U""""" """" .n. , T'" DoLL" LOU"O h.  ',HHSYlYAHCA  , ...u""........... u ...  I lUI CtU~ 'n.  I (.Do&lt;tooo.II"' ..  • ~.. ClIU ..  l'OS'N.-.oCU_tlYUII.. • LfJ1~I'" ·., ..___a...-........  SOU," CUOl'HA , n ...c ..... Il..  SOU,TCHOOI.IOdO,_U ..  • f h ..  t _ 101'  ""IIOII ,. • n." .... I.....'•• f'ObOTl  • 0"" .  IINIIUS(( , "'",,,.,uln  I CtI H•• L.&lt;lC~ ""'"  I c.- ""., ·•  • D.U_l.ll· ..  , ." ."..., loU _ 0...  'UlU  , "\f~.n  • 100I ....  • D .. ·-"", , ..... • ...... ~. """....u' •-...."...u" tc-o.u•  unu n ,", ·_..  • ...,.;no ••L  • '_","""""OIL  " _",nul..  YU,.M-O,H' ... I _T. ""..."••• Ill..  I _ .......tG......  YIIO,IH'A - . I .......1'0" ..  9  WASHIHO'OIl , O_D"~'H'1"'''''''''  ·I _CM&lt;.&lt;L _IY.X._~.. • ..... c .. .__.- ..  WU, ' '&lt;11III.II.O_IHIA ..  I _ ~.,  I .".f ..  • n ..  01HIU  ~ ..,10&lt;_ ..  l&gt;. N'''CT. _ 11.1..._ m-""'.... ·'·..•... ~,,,o ''''. Wl.1I "". D 'U." ..•• _, OHIO "HH•.  • 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1070	1070	1071.pdfpage	/dworshak/image/1071.pdfpage
Page 12									http://www.lib.uidaho.edu/digital/dworshak/														SUMMARY SHEET 1961  ,,..,  ,.,  ,,..,,  .,..,,  ,,..,,  ,,..,,  ,0..,'  ,.,  10.0  5.2..1.  11I.1  ~.,  10,0..,0  ..,  0.'  40.0  14.0  21.0  ,.,  ».,  ,. ,  1,,9..•,,•  l1.l  J.4.7..0,  100.0  142.1  ))).1  11.6  26.0 ..,  6U.0  ••,,  ,, ,  ,  u  '"  ,  '",,  Z. 110  OJ 102  l. lOn , "  ,,..  ,.  L  Z. ))0  !~ 7' I. 'II  ,, ,,  o 0 O.  o 0 O.  o 0 !)  o 0 O•  " ,  ,o 0, .O.  ·, ., ,,  ·, ,,  ·, ,, ,, ··,, ,.  ·,  :~  ,,  ,,,;  i•  ,  •  ,  '"'..  ,,  ,  •  ,  •  ,,  ,•  ,,,  ,  ·;,i  , .  " " l~',  , "  "U  ••,  "  ,•  ,  • U••  ~  U  '"  ,..• ,.  •  "  '"" ,~ ...  ,.".  ,l... 1,4  ., ""  ." ..,  '.cl!, • , , .',o,9~.'r • ~! ._~ ,I'd,  II! III !i  l. 2.  1.6. U  n. J.  l. O. U  4.J) 12 21. "P' ..., ,. 0 7  U. ..., II"~  )I" 40.  1. l.  12,) 11  4".1  15.2 2• ..., ."  2'.' O. ." IPI'  SH.O 10. O.  :NIO.7 I. ,  40.1  4U.S  1.2.3...0  ""  "  1. lZ.' O.  )l. 2".0 J.  16 1,111.1 U.  30 46.7 l..  30 '06.0 U.  ""  ""  15 1".1  15 l,06O.1  1I 1,001.4  18 2,UZ.O  15 )43.'  13 l,ln.s  ~ I  •'0n.,  "  ,,__ute , h'lt J .... I.  • ll _10 , ..,.1&lt;•••  ,","to Gr..... e-....._.), 1.. "hnurl •.  In. lo..",olr, Ir.. Grool&lt;  C..,.ou V.II., "'" •. (J.okIK,".doclno)  I. PorI&lt; lu.ln I.  bn.... .... , Loo ""1.1•• I.  Il.rt, 1.. Iolhbrllbl IIobtlo ... t ...  Tul&gt;o ••  h.IloU..... , lor.. I.  1I",".1l Pork IIobrlo 1..1.. , •• PorI&lt; of  _rlooo •.  PI... PI•• 1 , U"I••.  S.""luood. I , 1.0. ""1.1•••.  S"".... h •. , 1\11•••  IIblttl.r Itorr_..... , Uo 11...... 0 4  $.0. Cobrl.1 I.  La•• _.II.lu (Il.k.ly",.). _.IlI,••  Iu..-od .... , , .....1&gt;0 La 'OV• •.  ...... f ....k •••• , _,II. ' ....k •• (111.00110.)  1 Cbor'1' Cn" I , Cborry Ct_  2 .:1_ Itort La , Ark...... ••  I ,,"...HoId .011........ , Ito••1&gt;ove ••  2 -.._ ..... , "~l"_1&lt; I.  •,  •  ,•  ,  ,  •••  _. on ••  CAL"  -  I Lak. S-1Il..1. (Jt. _ ....tI) ,  CIoIItt._Ioo••• (,1.1.•• Go. 4 AI•• )  Z Ok...boboo Lal&lt;..... ~'......y  I' ',J13.1 n. 'G,  I' 2,'}01..'  II lO.l  ,..  ,,..,. ,,..,,  ,,..,,  ,.,  ..,  ".,  IlZ,..O,  l'.O  66.0  ,.....  40.0  IG.O  n,..o,  l6l.0  63.0  16,1..,0  ",  ""  •,  "  U. 360.0 n.o  "0 I,OOO.02,lOO.0  '"•  J 101  O. ,  M "'  ,,..  •,.  OJ  O. ••  ,  "  o  ,  , ,  ,, ,,  , 0o  , ,,  ,, ,,  1 2 0 0  4ZU.11 0 1  ,.  ,  ,  , ..  ,  ,  •  •  "  , ,  , .. , . , . , ,  ,,  "•  47 2 15 , ,  ""• U  "  ""  ..  ""  '"  'M"'  ~,  "  130 " Z 16  lOS lZ 14  ,....  a. 4.  I,U. ,2  1. U  to., Il.  ....  ,. I~~  16.2 1.  226.' 1  nS.9  nl.' '96.' 421.'  201.1  I' l,U'.S ZIo •• ~  U UI.O U .. 63.  ""  "  H,~02.t ". .  ."...  "..  Allloa! ,.11 , hod Oretl.l.•••  Lurk,. , ..k 1 , 1010•••  C••hl )oil! ~ •••• , Kill C ..  ,,"""(lold .... , .......... Cr .  c",".hlli•••,., t ..... I.  ,.11 ltun •••. , ,.11 lI..n  loo"OpOH. h •. , _, Ittll I.  T.......... I ... , Vor'lltlo •.  1\1,,1. Cn.k .... , III .10....  AII••_ , ••_." •.  ILortooel.l. , $.0........11. •• (Alo.. S.C.)  taCkheo.5U_t_,_La..•lo. r (.fori) ,  ._ So 110 lluff 1,/0 .... I.  SO II. •• (Al ... S.C.) •  ,,,•  ,,  ,,,  ,~.  (I) ~..... , .o. at n .... 10 r....  -'q  ",. --- - --_.......- ~ ..".  10 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1071	1071	1072.pdfpage	/dworshak/image/1072.pdfpage
Page 13									http://www.lib.uidaho.edu/digital/dworshak/														SUMMARY SHEET 1961  ••••••  •••  .•.••,  •••••• •••  ••••• ••••••  8).0 ••• 10.0  U  S.O...o  ..•.•,•,  •••  •••  .L.O,  L.  2.4..J,  10.0  '"  120.0  10.0  )n.n  so.o  ~SO.O  L'  ........0  CUC.O.......  (.AT-'.onet __.,  •••••••••  "  ..•  "•,•.-... rn  o 0.0  o 0.0  o 0.0  o 0.0  o 0.0  2 0.0  o O.~  o 0.4  o 0.2  S 7.n 600  2 n.4 0  o 0.1 0  o 0.1 10  on.) Isn  1 0.1 200  o 0.3  __2 00..21  .• I. 6 ••  .&lt;,,!  •, •,  •• •• ,• •,  •• •• •• •• • •  •• •• •• ••  ,,,i  ,,  o 0 0 0 --  ••••  o 0 0 0 0.1  •  "  •  ".•.•  ••••  •,,,•  •, "• o 120 ·"  •,  ,i,j  ,  , , .  , . , ,,  ·, .  ··,,, • •  ·•,, ,,•·,,  _. In _.  98 16 ))00 291 7  7non181  ,, ,,  ·'",  •,  •,  •  "  ",  "•  ""  "•  •  ""  1.4 -- -- IS  1.0 -- -- 6  O.J 3).7 HO 10  0.1 1. 1n 9  O.S .­S.  S -­2.4  0.2  S.R -­1.7  O.J  •••••• .•.••,  10.0  JO.O  U...O,  11.0 1.S IlJl  1$.0 1.0 I.)  ••• U.S  n.s  2U.4  21.~  1.S 12.S  17.6 1.1  120.2  17).1  JU.O  7n.0  14.8  .ou~ ....  O~MUAL 00 •  "  "  """""""""  20 1,296.8 u.n sn. l,n8S  17 14.2 4.n~. un  "  """"  """  !•"  H'. .&lt;  ao... '.110 I ••. , Wore I.  Blrck Rill R••.. lUll... I.  BuHUllVtll...... L1ttl. I.  Cop" Cod C.n.1 lo.' Rrwfl.ld Me••• n.-. I.  nO'OCT ..... A.O .,v••  lIod... VIII'IO to•. , n..-. _.  (n(lhtvlll. I... , W.. ,H.ld _.  f\.lIy 100., Tully R.  II.. ' Iltll 100., BI.ckHoo. I.  Ilo,ou _cou R... , llay__cou  Sonn.t Cu.. Sp111".y  J.ff.uoo-Skrevoport 1I y (2)  1I.lIoc. I.Oko h ••• Cyp BoyOU  Jontucky Uvu Lillo 1_14  Lak. e-1&gt;ul.nd (WoH Crook !\aI),  c..tHtrl.nd J.  _oulk Jhu R... Roulh R.  ","&lt;khoro .... , IUddl. Pork of Jy. _. 0...., h •. , Jotn&gt;. Cr..k  C..n 6 llar..o ltv... LlIl. I-~  •,••  •,,,•  ,,,  ,,  ,,,  ,,  ...  SU" '..".  u  I Dulu,h-Superlor I\.orbor, C..... I Fork  1 lac Qui , ••1..... , Illnouo," •. ""  410.0 10.0 MJ, MJ,  12.1 1.120.0 2 ·• • • , . 0000---­o  0 0 0 n.2 )1 •••  1I1 ..lulPl'1 atv.r (6 1I••d".,or  RUOnol•• ): (To,.h .hovn In bUcloa) Jj  \/loolblRO.kloh Me.., 1I1.. 1.. tppl I. 1S  Luck La•• R... , 1.o•• h •. 1S  1&lt;&gt;1'.10_ Roo •• III .. h.lppl •. )S  S.nd, I.Oh R S.""y •. )S  Pin. at"er _ , Pin. •. 1S  Gull 1.ok Cull I. n  ~ lI\'vdl .... , Ott.. T.11 •. ~.S 0.5 1.8 20 o 0 0 0 0.0  .••.•••,•  •••  •••  (- -) •••  1)0.0  60.0  280.0  2" .0  (- .) •••  M'".'  410.0  120.0  • , ..  ''""  166 33.7  o 0.0  1,198 1,920.0  102 41.3  o 0.7  o 0.0  o 2.6  4 0.8  o 0.2  o 0.4  2 1.1  5 0.9  .,) (0)1 (~ (1.1) ~  o 0 0 0.6 JIS  S 0 0 2.S 979  0000.1180  o 0 0 0.9 2~0  o 0 0 2.0 7)2  o 0 0 2.0 8J1  • •  .''"."',  ·•• ••, 112 7  '"•••  ""  •  , " I HZ  1 lSI  l 210  •, "• 9 114 ·"  • • •  ( (8) (0 •, •, .• •, •, .• , .. •• •  ·, ,  " . " ,  "·,, 17~ f2  19 I 9  (\ I) ,,,,•  ,  •  ""  '"  •  n""o  "  )4.1~~ (II)  4.~ 69.0 1  9.1!M.0 I  3.2IS.1 I  3.0 9.0 I  7.9 U.S S  1.41J.\ 2  S.4 1.6 21  4.1 1.7 tl3  )6.7 J.114S  14.7 8.2 180  6.010.1 114  9.012.9 10)  14.1 S.6181  lS.0 9.0102  ,176.5)  JS2.7  448.0  ~n.J  J17.8  SIl.O  7Sl.7  479.8  sn.s  ,140.9  409.5  400.2  41S.1  ,SIl.8  ,sn.o  ••••  """  ,  "  Arkobutl. R... , Cold".tu •.  !otd I... , Toc"". I.  G......d. I , T.lobu."" •.  s..dlo I , t.. Tdloho«M••.  Cle...... , •• 10.. !lock I..  p_ d. T l'.-. d. T .  T.bl. lock 11M .. I.. (Al.o A.k.)  lI.pP4&gt;pol\o St. ru""to I.  ,,,•  ,,,•  11155  'or&lt; Pock •••. , Hluourl I.. 102. \ 15.0 140 I,SZO " 5100991 I O. 1 18 10.0 17 .)  I H.. l.n COUnty 10•.•••""bllcon •. 5U.l 12.2 3.6 S8 I 100 0 2 2 O.S ~8.0 0.0  00 •••••• •••••  ..,  LO .••.• ,..  •••  ,  •  "  o 0.0  o 0.0  o 0.0  o 0.1  n 0.1  •• •••• ·• •.•, • ••  ··, ,, . , . 2, ,I 10,  ,,  ",•  "  0.1 "" NPP  O.S 0.1 2  O.S Nl'P NPl'  2.4 0.1 2  1.0 O.J 4  ..,  14.0  11.0  Sl.O  )1.1  •  Bloch.,.. h •.. !Iock...tor I.  Edw.rd l&lt;ooOovd I Ro••• ""bon·,.U 8'ook  Fronk lin ,.11 '_1.._..... I.  0.... Rrook OttCT Brook  Surry lIoun.oIn 10.......hu.lo' I.  ,,,  •,  H.H.  (2) No lovu...nt bnd.  ...."""'" ~ .... "'.. A........'.. co'",  11 			2011-05-16	2011-05-16	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/1072	1072	1073.pdfpage	/dworshak/image/1073.pdfpage
